pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
DH3656,25027103550,GORDON,"CA,Colusa County",NAD_83(2011),2010.0000,39.4095631611,N392434.42738,0.007,-122.0099668389,W1220035.88062,0.006,-2.624,0.012,NAVD88 (Computed using GEOID18),26.182,0.062,2025-01-18 18:37:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,GORDON 2003,May hold commonly subject to ground movement,No magnetic material,S,"Mark is located in the California's central valley where subsidence, although minimal in northern California, is caused by over pumping of ground water."
DH3660,16023101413,JACINTO,"CA,Glenn County",NAD_83(2011),2010.0000,39.5824171194,N393456.70163,0.008,-122.0100036278,W1220036.01306,0.014,5.727,0.016,NAVD88 (Computed using GEOID18),33.964,0.061,2015-09-17 15:50:00+00:00,Quantum Spatial,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,JACINTO 2003,May hold commonly subject to ground movement,No magnetic material,S,Recovered as described
DH3664,24067181130,WILSON,"CA,Glenn County",NAD_83(2011),2010.0000,39.5708448111,N393415.04132,0.003,-122.1937924000,W1221137.65264,0.002,14.812,0.010,NAVD88 (Computed using GEOID18),43.680,0.068,2024-03-03 01:36:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,WILSON 2003,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3665,24067144554,PROVIDENT,"CA,Glenn County",NAD_83(2011),2010.0000,39.5218355194,N393118.60787,0.007,-122.0885988500,W1220518.95586,0.002,1.273,0.009,NAVD88 (Computed using GEOID18),29.922,0.066,2024-03-03 17:17:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,PROVIDENT 2003,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3666,20050082021,WALKER,"CA,Glenn County",NAD_83(2011),2010.0000,39.5241989194,N393127.11611,0.003,-122.1649671694,W1220953.88181,0.002,9.564,0.013,NAVD88 (Computed using GEOID18),38.455,0.067,2020-02-14 14:35:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive retaining walls, , ,Most reliable; expected to hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3669,20357141625,AGUIAR,"CA,Glenn County",NAD_83(2011),2010.0000,39.7260787306,N394333.88343,0.003,-122.2405839500,W1221426.10222,0.005,54.710,0.005,NAVD88 (Computed using GEOID18),83.464,0.065,2020-12-16 16:40:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,AGUIAR,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3672,25008123610,ARTOIS,"CA,Glenn County",NAD_83(2011),2010.0000,39.6243151500,N393727.53454,0.006,-122.2047257194,W1221217.01259,0.003,29.605,0.006,NAVD88 (Computed using GEOID18),58.389,0.062,2025-01-04 01:45:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Abutment or pier of large bridges, ,ARTOIS,Most reliable; expected to hold position well,No magnetic material,S,Mark is located in a known subsidence feature due to over pumping of groundwater and the compaction/collapse of aquifers
DH3673,22332090848,CHEROKEE,"CA,Glenn County",NAD_83(2011),2010.0000,39.6681529306,N394005.35055,0.002,-122.2531717000,W1221511.41812,0.004,41.101,0.002,NAVD88 (Computed using GEOID18),69.961,0.068,2022-11-22 15:51:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,CHEROKEE 2003,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3674,22332064057,P30W,"CA,Glenn County",NAD_83(2011),2010.0000,39.6527389694,N393909.86029,0.002,-122.1511866806,W1220904.27205,0.004,25.916,0.010,NAVD88 (Computed using GEOID18),54.456,0.065,2022-11-21 19:59:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Footings of small/medium structures, ,P30W 2003,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3675,21263132532,CAPAY,"CA,Glenn County",NAD_83(2011),2010.0000,39.7824419500,N394656.79102,0.008,-122.1040240611,W1220614.48662,0.003,32.531,0.003,NAVD88 (Computed using GEOID18),60.794,0.053,2021-09-16 15:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,CAPAY,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3676,20357135658,208.56 USBR,"CA,Glenn County",NAD_83(2011),2010.0000,39.7466357694,N394447.88877,0.002,-122.1226927389,W1220721.69386,0.009,36.153,0.005,NAVD88 (Computed using GEOID18),64.491,0.058,2020-12-16 16:16:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,208.56,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3678,21263132418,VIOLICH,"CA,Glenn County",NAD_83(2011),2010.0000,39.7663693389,N394558.92962,0.009,-122.0775972000,W1220439.34992,0.005,28.322,0.005,NAVD88 (Computed using GEOID18),56.497,0.052,2021-09-16 15:35:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,VIOLICH 2003,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3679,20357135549,PUMP,"CA,Glenn County",NAD_83(2011),2010.0000,39.7842187611,N394703.18754,0.008,-122.0459535000,W1220245.43260,0.007,21.379,0.008,NAVD88 (Computed using GEOID18),49.435,0.053,2020-12-16 17:18:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,PUMP 2003,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3680,16023101721,KAISER,"CA,Glenn County",NAD_83(2011),2010.0000,39.7091699278,N394233.01174,0.009,-122.0374461167,W1220214.80602,0.009,20.446,0.020,NAVD88 (Computed using GEOID18),48.529,0.059,2015-09-17 16:44:00+00:00,Quantum Spatial,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,KAISER 2003,May hold commonly subject to ground movement,No magnetic material,S,Recovered as described
DH3681,20357135312,WILDLIFE,"CA,Glenn County",NAD_83(2011),2010.0000,39.7126939000,N394245.69804,0.011,-121.9646938611,W1215752.89790,0.005,13.217,0.009,NAVD88 (Computed using GEOID18),41.067,0.054,2020-12-17 17:33:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,WILDLIFE 2003,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6087,24052142142,299 SHA 30.49,"CA,Shasta County",NAD_83(2011),2010.0000,40.6336624806,N403801.18493,0.011,-122.2590966806,W1221532.74805,0.001,180.015,0.003,NAVD88 (Computed using GEOID18),207.282,0.065,2024-02-05 20:53:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,299 SHA 30.49 2004,May hold commonly subject to ground movement,Marker equipped with bar magnet,S, 
DH6090,23109115032,BARHAM,"CA,Tehama County",NAD_83(2011),2010.0000,39.9571513694,N395725.74493,0.004,-122.2030000306,W1221210.80011,0.001,61.516,0.011,NAVD88 (Computed using GEOID18),90.073,0.059,2023-03-23 14:30:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,BARHAM,Monuments of questionable or unknown reliability,Marker equipped with bar magnet,S, 
DH6091,24009125641,BOWMAN,"CA,Tehama County",NAD_83(2011),2010.0000,40.3691311306,N402208.87207,0.008,-122.2821087306,W1221655.59143,0.002,97.873,0.018,NAVD88 (Computed using GEOID18),126.142,0.065,2023-02-28 15:39:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,BOWMAN 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6393,23019150629,44 SHA 15.59,"CA,Shasta County",NAD_83(2011),2010.0000,40.5166798000,N403100.04728,0.016,-122.0947925806,W1220541.25329,0.006,282.574,0.005,NAVD88 (Computed using GEOID18),309.649,0.068,2023-01-09 18:33:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Object surrounded by mass of concrete, ,6-44-15.59,May hold commonly subject to ground movement,Marker is a steel pipe,S, 
DH6394,23065144918,5 SHA 11.70,"CA,Shasta County",NAD_83(2011),2010.0000,40.5321733500,N403155.82406,0.013,-122.3486153111,W1222055.01512,0.005,112.129,0.009,NAVD88 (Computed using GEOID18),139.860,0.064,2023-03-01 18:25:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,5 SHA 11.70 2004,May hold commonly subject to ground movement,Marker equipped with bar magnet,S, 
DH6412,23065133011,RDD A,"CA,Shasta County",NAD_83(2011),2010.0000,40.5042000306,N403015.12011,0.015,-122.3013750111,W1221804.95004,0.002,121.083,0.024,NAVD88 (Computed using GEOID18),148.880,0.069,2023-03-01 17:41:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Light structures (other than listed below), ,RDD A 2004,May hold commonly subject to ground movement,No magnetic material,S, 
DH6481,21272190859,PRAIRIE,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6414739694,N383829.30629,0.004,-121.1556322194,W1210920.27599,0.004,56.801,0.007,NAVD88 (Computed using GEOID18),86.556,0.059,2021-09-22 14:53:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,PRAIRIE 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6482,21344114527,ZINFANDEL,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5898910111,N383523.60764,0.012,-121.2885562806,W1211718.80261,0.013,0.080,0.019,NAVD88 (Computed using GEOID18),30.382,0.060,2021-12-03 16:22:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,ZINFANDEL 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6483,21344092630,BRADSHAW,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5616825111,N383342.05704,0.004,-121.3482452611,W1212053.68294,0.006,-12.948,0.007,NAVD88 (Computed using GEOID18),17.568,0.054,2021-12-03 16:33:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,BRADSHAW 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6484,21326164812,HOWE,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6132152306,N383647.57483,0.009,-121.4327001111,W1212557.72040,0.005,-15.994,0.025,NAVD88 (Computed using GEOID18),14.664,0.064,2021-11-19 17:02:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,HOWE 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6485,21230173559,GREENBACK,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6919825194,N384131.13707,0.004,-121.3466441889,W1212047.91908,0.006,16.157,0.017,NAVD88 (Computed using GEOID18),46.550,0.058,2021-08-13 16:39:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,GREENBACK 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6491,21242124702,ELKHORN,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6816937806,N384054.09761,0.004,-121.4843045694,W1212903.49645,0.007,-19.939,0.034,NAVD88 (Computed using GEOID18),10.683,0.071,2021-08-25 15:06:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,ELKHORN 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6504,21243160916,FRUITRIDGE,"CA,Sacramento County",NAD_83(2011),2010.0000,38.4957008111,N382944.52292,0.004,-121.4475711806,W1212651.25625,0.006,-23.362,0.016,NAVD88 (Computed using GEOID18),7.476,0.055,2021-08-27 15:31:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,FRUITRIDGE 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6505,21326135412,WATT,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5092444111,N383033.27988,0.006,-121.3703362111,W1212213.21036,0.013,-13.956,0.010,NAVD88 (Computed using GEOID18),16.664,0.053,2021-10-13 15:24:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,WATT 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6506,21323101152,EXCELSIOR,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5151783611,N383054.64210,0.012,-121.2844154694,W1211703.89569,0.017,7.130,0.013,NAVD88 (Computed using GEOID18),37.462,0.055,2021-11-12 16:39:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,EXCELSIOR 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6507,21242113126,RANCHO SECO,"CA,Sacramento County",NAD_83(2011),2010.0000,38.3659962694,N382157.58657,0.005,-121.0762752694,W1210434.59097,0.012,28.204,0.016,NAVD88 (Computed using GEOID18),58.196,0.065,2021-08-18 15:37:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Massive structures (other than listed below), ,RANCHO SECO 2004,Monument will probably hold position well,No magnetic material,S,monument has scratch across surface of brass disk but is still in good structure condition.
DH6508,21272200513,MURIETA,"CA,Sacramento County",NAD_83(2011),2010.0000,38.4948799500,N382941.56782,0.004,-121.1292958306,W1210745.46499,0.004,17.258,0.017,NAVD88 (Computed using GEOID18),47.126,0.064,2021-09-24 14:26:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Unspecified rock or boulder, ,MURIETA 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6509,21342150320,FREEPORT,"CA,Sacramento County",NAD_83(2011),2010.0000,38.5035360306,N383012.72971,0.004,-121.5062431000,W1213022.47516,0.009,-26.354,0.008,NAVD88 (Computed using GEOID18),4.590,0.056,2021-11-17 16:16:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,FREEPORT 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
DH6510,20191175047,PALA,"CA,Yolo County",NAD_83(2011),2010.0000,38.5605595806,N383338.01449,0.014,-121.5387563694,W1213219.52293,0.018,-17.971,0.003,NAVD88 (Computed using GEOID18),12.909,0.058,2020-06-24 13:33:00+00:00,Towill Incorporated,Disk,Survey disk (other agency),Massive structures (other than listed below), ,PALA 2004,Monument will probably hold position well,Bar magnet set in drill hole,S,RECOVERY NOTE BY TOWILL (AG).  RECOVERED AS DESCRIBED.  THIS IS A PPCP RESURVEYED IN SUPPORT OF LIDAR AND ORTHOPHOTO MAPPING OF THE WEST LEVEE OF THE DWSC FOR THE USACE SAN FRANCISCO DISTRICT.
DH6516,20050082206,HAHN,"CA,Colusa County",NAD_83(2011),2010.0000,39.0806817889,N390450.45444,0.004,-122.0983750306,W1220554.15011,0.005,-3.392,0.014,NAVD88 (Computed using GEOID18),26.643,0.067,2020-02-14 13:14:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,HAHN 2004,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6517,16023105216,LONESTAR,"CA,Colusa County",NAD_83(2011),2010.0000,39.1770154889,N391037.25576,0.008,-122.0785183556,W1220442.66608,0.008,-13.598,0.052,NAVD88 (Computed using GEOID18),16.197,0.087,2015-09-16 15:48:00+00:00,Quantum Spatial,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,LONESTAR 2004,Monument will probably hold position well,Marker equipped with bar magnet,S,Recovered as described
DH6518,23065145113,FINKS,"CA,Colusa County",NAD_83(2011),2010.0000,39.2582787694,N391529.80357,0.005,-122.1914787889,W1221129.32364,0.008,-1.349,0.005,NAVD88 (Computed using GEOID18),28.389,0.069,2023-03-02 20:57:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,FINKS 2004,Monument will probably hold position well,Bar magnet set in drill hole,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6519,25027103728,DODGE,"CA,Colusa County",NAD_83(2011),2010.0000,39.3773853000,N392238.58708,0.007,-122.0207036194,W1220114.53303,0.008,-4.792,0.012,NAVD88 (Computed using GEOID18),24.157,0.061,2025-01-18 18:18:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,DODGE 2004,Monument will probably hold position well,Bar magnet set in drill hole,S,"Mark is located in the California's central valley where subsidence, although minimal in northern California, is caused by over pumping of ground water."
DH6520,24067181548,HARBISON,"CA,Colusa County",NAD_83(2011),2010.0000,39.2473382611,N391450.41774,0.004,-122.0312773611,W1220152.59850,0.009,-11.688,0.007,NAVD88 (Computed using GEOID18),17.764,0.060,2024-03-05 17:38:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HARBISON 2004,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6524,24052152343,LIVE OAK,"CA,Sutter County",NAD_83(2011),2010.0000,39.2923041389,N391732.29490,0.011,-121.6675306889,W1214003.11048,0.006,-4.255,0.010,NAVD88 (Computed using GEOID18),24.548,0.052,2024-02-19 18:30:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Footings of small/medium structures, ,LIVE OAK 2004,Monument will probably hold position well,Bar magnet set in drill hole,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6526,23334061546,FOOTHILL,"CA,Butte County",NAD_83(2011),2010.0000,39.5033672806,N393012.12221,0.008,-121.5279263389,W1213140.53482,0.006,65.760,0.008,NAVD88 (Computed using GEOID18),93.367,0.049,2023-11-25 17:36:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,FOOTHILL 2004,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH6531,23073120215,EAST,"CA,Butte County",NAD_83(2011),2010.0000,39.7613010611,N394540.68382,0.005,-121.8567229194,W1215124.20251,0.007,36.332,0.011,NAVD88 (Computed using GEOID18),63.812,0.055,2023-03-07 16:05:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,EAST 2004,Monument will probably hold position well,Marker equipped with bar magnet,S, 
